,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
1577,1839,Insulinum humanum,Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,1 fiol.po 10 ml,5909990853014,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",5528,6534,6392,Cukrzyca,ryczałt,462
1578,1840,Insulinum humanum,Gensulin M30 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853113,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8488,9754,9588,Cukrzyca,ryczałt,566
1579,1841,Insulinum humanum,Gensulin M40 (40/60), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853311,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8488,9754,9588,Cukrzyca,ryczałt,566
1580,1842,Insulinum humanum,Gensulin M50 (50/50), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990853519,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8488,9754,9588,Cukrzyca,ryczałt,566
1581,1843,Insulinum humanum,Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml,1 fiol.po 10 ml,5909990852314,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",5528,6534,6392,Cukrzyca,ryczałt,462
1582,1844,Insulinum humanum,Gensulin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990852413,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8488,9754,9588,Cukrzyca,ryczałt,566
1583,1845,Insulinum humanum,Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml,1 fiol.po 10 ml,5909990852017,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",5528,6534,6392,Cukrzyca,ryczałt,462
1584,1846,Insulinum humanum,Gensulin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990852116,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8488,9754,9588,Cukrzyca,ryczałt,566
1585,1847,Insulinum humanum,Humulin M3 (30/70), zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990246014,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8637,9903,9588,Cukrzyca,ryczałt,715
1586,1848,Insulinum humanum,Humulin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990246717,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8637,9903,9588,Cukrzyca,ryczałt,715
1587,1849,Insulinum humanum,Humulin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990247011,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8637,9903,9588,Cukrzyca,ryczałt,715
1588,1850,Insulinum humanum,Insuman Basal SoloStar 100 j.m./ml zawiesina do wstrzykiwań we wstrzykiwaczu, zawiesina do wstrzykiwań, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672448,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8448,9714,9588,Cukrzyca,ryczałt,526
1589,1851,Insulinum humanum,Insuman Comb 25 SoloStar 100 j.m./ml zawiesina do wstrzykiwań we wstrzykiwaczu, zawiesina do wstrzykiwań, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672585,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8448,9714,9588,Cukrzyca,ryczałt,526
1590,1852,Insulinum humanum,Insuman Rapid SoloStar 100 j.m./ml roztwór do wstrzykiwań we wstrzykiwaczu, roztwór do wstrzykiwań we wstrzykiwaczu, 100 j.m./ml,5 wstrzykiwaczy SoloStar po 3 ml,5909990672363,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8448,9714,9588,Cukrzyca,ryczałt,526
1591,1853,Insulinum humanum,Polhumin N, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991022525,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8323,9588,9588,Cukrzyca,ryczałt,400
1592,1854,Insulinum humanum,Polhumin R, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909991022822,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8323,9588,9588,Cukrzyca,ryczałt,400
1593,1855,Insulinum isophanum,Insulatard Penfill, zawiesina do wstrzykiwań we wkładzie, 100 j.m./ml,5 wkł.po 3 ml,5909990348923,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8323,9588,9588,Cukrzyca,ryczałt,400
1594,1856,Insulinum isophanum,Insuman Basal, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990915019,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8996,10262,9588,Cukrzyca,ryczałt,1074
1595,1857,Insulinum lisprum,Insulin Lispro Sanofi, roztwór do wstrzykiwań we wstrzykiwaczu, 100 j./ml,10 wstrz. 3 ml SoloStar,5909991333553,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",18168,19834,19176,Cukrzyca,ryczałt,1458
1596,1858,Insulinum lisprum,Liprolog, roztwór do wstrz., 100 j.m./ml,1 fiol. a 10 ml,5909990005482,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",6055,7059,6392,Cukrzyca,ryczałt,987
1597,1859,Insulinum lisprum,Liprolog, roztwór do wstrzykiwań, 100 j.m./ml,10 wkł.po 3 ml,5909990005536,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",17850,19516,19176,Cukrzyca,ryczałt,1140
1598,1860,Insulinum lisprum,Liprolog Junior KwikPen, roztwór do wstrz., 100 j.m./ml,5 wstrzyk. po 3 ml,5907677973123,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",8845,10111,9588,Cukrzyca,ryczałt,923
1599,1861,Insulinum lisprum,Liprolog KwikPen, roztwór do wstrz., 200 j.m./ml,5 wstrzyk. po 3 ml,5999885490165,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",17850,19516,19176,Cukrzyca,ryczałt,1140
1600,1862,"Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis",Humalog Mix25, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990455010,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",12112,13378,9588,Cukrzyca,ryczałt,4190
1601,1863,"Insulinum lisprum zinci protaminati injectio + Insulinum lisprum, injectio neutralis",Humalog Mix50, zawiesina do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990455614,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",12112,13378,9588,Cukrzyca,ryczałt,4190
1602,1864,"Insulinum lisprum, injectio neutralis",Humalog, roztwór do wstrzykiwań, 100 j.m./ml,5 wkł.po 3 ml,5909990692422,"14.1, Hormony trzustki - insuliny ludzkie i analogi insulin ludzkich",12044,13310,9588,Cukrzyca,ryczałt,4122
1603,1866,Ipratropii bromidum,Atrovent, płyn do inhalacji z nebulizatora, 250 µg/ml,1 but.po 20 ml,5909990322114,"201.1, Wziewne leki antycholinergiczne o krótkim działaniu - produkty jednoskładnikowe i złożone z lekami beta-2-adrenergicznymi o krótkim działaniu",1214,1487,966,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,841
1604,1868,Irbesartanum,Irbesartan Aurovitas, tabl., 150 mg,28 szt.,5909991334178,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",954,1271,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,426
1605,1869,Irbesartanum,Irbesartan Aurovitas, tabl., 300 mg,28 szt.,5909991334208,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1910,2417,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,727
1606,1870,Irbesartanum,Irprestan, tabl. powl., 150 mg,28 szt.,5909990747085,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",1398,1715,1207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,870
1607,1871,Irbesartanum,Irprestan, tabl. powl., 300 mg,28 szt.,5909990747122,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",2794,3300,2414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,1610
1608,1872,Irbesartanum,Irprestan, tabl. powl., 75 mg,28 szt.,5909990747054,"45.0, Antagoniści angiotensyny II - produkty jednoskładnikowe i złożone",698,876,604,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,453
1609,1873,Isosorbidi mononitras,Effox long 50, tabl. o przedłużonym uwalnianiu, 50 mg,30 szt.,5909990368624,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",867,1176,1135,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,441
1610,1874,Isosorbidi mononitras,Effox long 75, tabl. o przedłużonym uwalnianiu, 75 mg,30 szt. (3 blist.po 10 szt.),5909990452118,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",1293,1702,1702,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,600
1611,1875,Isosorbidi mononitras,Mono Mack Depot, tabl. o przedłużonym uwalnianiu, 100 mg,14 szt. (2 blist.po 7 szt.),5909990669011,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",978,1269,1059,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,583
1612,1876,Isosorbidi mononitras,Mono Mack Depot, tabl. o przedłużonym uwalnianiu, 100 mg,28 szt. (4 blist.po 7 szt.),5909990669028,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",2011,2483,2118,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1112
1613,1877,Isosorbidi mononitras,Mononit 10, tabl. powl., 10 mg,60 szt. (6 blist.po 10 szt.),5909990010516,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",416,554,454,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,420
1614,1878,Isosorbidi mononitras,Mononit 100 retard, tabl. powl. o przedłużonym uwalnianiu, 100 mg,30 szt. (3 blist.po 10 szt.),5909991011727,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",1724,2219,2219,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,800
1615,1879,Isosorbidi mononitras,Mononit 20, tabl. powl., 20 mg,60 szt. (6 blist.po 10 szt.),5909990010622,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",769,1026,908,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,438
1616,1880,Isosorbidi mononitras,Mononit 40, tabl. powl., 40 mg,30 szt. (3 blist.po 10 szt.),5909990010714,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",709,965,908,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,377
1617,1881,Isosorbidi mononitras,Mononit 60 retard, tabl. powl. o przedłużonym uwalnianiu, 60 mg,30 szt. (3 blist.po 10 szt.),5909991011529,"34.1, Leki rozszerzające naczynia krwionośne - organiczne azotany - dwuazotan i monoazotan izosorbidu do podawania doustnego - stałe postacie farmaceutyczne",1199,1556,1362,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,674
1618,1882,Itraconazolum,Ipozumax, kaps. twarde, 100 mg,28 szt.,5909991183899,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",6691,7735,7735,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,3868
1619,1883,Itraconazolum,Ipozumax, kaps. twarde, 100 mg,4 szt.,5909991183882,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",1036,1340,1160,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,760
1620,1884,Itraconazolum,Itragen, kaps. twarde, 100 mg,28 szt.,5909990617463,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",6691,7735,7735,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,3868
1621,1885,Itraconazolum,Itrax, kaps. twarde, 100 mg,28 szt.,5909990858262,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",6752,7796,7796,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,3898
1622,1886,Itraconazolum,Itrax, kaps. twarde, 100 mg,4 szt.,5909990858255,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",1009,1313,1160,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,733
1623,1887,Itraconazolum,Itromyx, kapsułki twarde, 100 mg,28 szt.,5906414000801,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",4835,5879,5879,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,2940
1624,1888,Itraconazolum,Itromyx, kapsułki twarde, 100 mg,4 szt.,5906414000795,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",964,1268,1160,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,688
1625,1889,Itraconazolum,Orungal, kaps., 100 mg,28 szt. (7 blist.po 4 szt.),5909990004331,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",4876,5920,5920,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,2960
1626,1890,Itraconazolum,Orungal, kaps., 100 mg,4 szt. (1 blist.po 4 szt.),5909990004317,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",907,1211,1160,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,631
1627,1891,Itraconazolum,Trioxal, kaps., 100 mg,28 szt. (4 blist.po 7 szt.),5909991053826,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",7313,8357,8120,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,4297
1628,1892,Itraconazolum,Trioxal, kaps., 100 mg,4 szt. (1 blist.po 4 szt.),5909991053819,"110.1, Leki przeciwgrzybicze do stosowania doustnego - pochodne triazolu - stałe postacie farmaceutyczne",1133,1437,1160,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,857
1629,1893,Ivabradinum,Bixebra, tabl. powl., 5 mg,56 szt.,5909991427764,"31.1, Inne leki kardiologiczne – iwabradyna",6124,7264,7264,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,320
1630,1894,Ivabradinum,Bixebra, tabl., 5 mg,56 szt.,5909991286613,"31.1, Inne leki kardiologiczne – iwabradyna",8386,9526,8040,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,1806
1631,1895,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991427511,"31.1, Inne leki kardiologiczne – iwabradyna",9072,10439,10439,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,320
1632,1896,Ivabradinum,Bixebra, tabl. powl., 7.5 mg,56 szt.,5909991351274,"31.1, Inne leki kardiologiczne – iwabradyna",11000,12367,12060,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,627
1633,1897,Ivabradinum,Bixebra, tabl., 7.5 mg,56 szt.,5909991286927,"31.1, Inne leki kardiologiczne – iwabradyna",12579,13946,12060,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,2206
1634,1898,Ivabradinum,Ivab, tabl. powl., 5 mg,56 szt.,5909991387044,"31.1, Inne leki kardiologiczne – iwabradyna",7140,8280,8040,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,560
1635,1899,Ivabradinum,Ivab, tabl. powl., 7.5 mg,56 szt.,5909991387051,"31.1, Inne leki kardiologiczne – iwabradyna",10710,12077,12060,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,337
1636,1900,Ivabradinum,Ivabradine Anpharm, tabl. powl., 5 mg,56 szt.,5909991264710,"31.1, Inne leki kardiologiczne – iwabradyna",7280,8420,8040,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,700
1637,1901,Ivabradinum,Ivabradine Anpharm, tabl. powl., 7.5 mg,56 szt.,5909991264734,"31.1, Inne leki kardiologiczne – iwabradyna",11089,12456,12060,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,716
1638,1902,Ivabradinum,Ivabradine Aurovitas, tabl. powl., 5 mg,56 szt.,5909991348762,"31.1, Inne leki kardiologiczne – iwabradyna",6900,8040,8040,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,320
1639,1903,Ivabradinum,Ivabradine Genoptim ,  tabletki powlekane, 5 mg,56 tabl.,5909991326470,"31.1, Inne leki kardiologiczne – iwabradyna",7140,8280,8040,"Przewlekła niewydolność serca w klasach NYHA II – NYHA IV, z zaburzeniami czynności skurczowej, u pacjentów z potwierdzonym w badaniu EKG rytmem zatokowym i częstością akcji serca ≥ 75 uderzeń na minutę, w skojarzeniu z leczeniem standardowym, w tym z beta-adrenolitykiem lub gdy leczenie beta-adrenolitykiem jest przeciwwskazane albo nie jest tolerowane",ryczałt,560
