,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean
13452,1208,Duloxetinum,Duloxetine +pharma, kaps. dojelitowe# twarde, 60 mg,30 szt.,5901720140210
13453,1209,Duloxetinum,Duloxetine Mylan, kaps. dojelitowe twarde, 30 mg,28 szt.,5901797710644
13454,1210,Duloxetinum,Duloxetine Mylan, kaps. dojelitowe twarde, 60 mg,28 szt.,5901797710668
13455,1211,Duloxetinum,Duloxetine Zentiva, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991231040
13456,1212,Duloxetinum,Duloxetine Zentiva, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991231064
13457,1213,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991222239
13458,1214,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 30 mg,56 szt.,5909991222253
13459,1215,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991480745
13460,1216,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991222321
13461,1217,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991480752
13462,1218,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991222345
13463,1219,Duloxetinum,Dulsevia, kaps. dojelitowe twarde, 90 mg,28 szt.,5909991352172
13464,1220,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 120 mg,28 szt.,5909991468699
13465,1221,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991396688
13466,1222,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991396664
13467,1223,Duloxetinum,Dulxetenon, kaps. dojelitowe twarde, 90 mg,28 szt.,5909991468651
13468,1224,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 30 mg,28 szt.,5909991249540
13469,1225,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 30 mg,56 szt.,5909991249618
13470,1226,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 60 mg,28 szt.,5909991249885
13471,1227,Duloxetinum,Dutilox, kaps. dojelitowe twarde, 60 mg,56 szt.,5909991249946
13472,1228,Dutasteridum,Adadut, kaps. miękkie, 0.5 mg,30 szt.,5909991328696
13474,1230,Dutasteridum,Findarts, kaps. miękkie, 0.5 mg,30 szt.,5909991460495
13475,1231,Dutasteridum,Findarts, kaps. miękkie, 0.5 mg,90 szt.,5909991460501
13476,1232,Empagliflozinum,Jardiance, tabl. powl., 10 mg,28 szt.,5909991138509
13477,1233,Enalaprili maleas,Enarenal, tabl., 10 mg,30 szt.,5909990015030
13478,1234,Enalaprili maleas,Enarenal, tabl., 10 mg,60 szt.,5909990015054
13479,1235,Enalaprili maleas,Enarenal, tabl., 20 mg,30 szt.,5909990020836
13480,1236,Enalaprili maleas,Enarenal, tabl., 20 mg,60 szt.,5909990020829
13481,1237,Enalaprili maleas,Enarenal, tabl., 5 mg,30 szt.,5909990014934
13482,1238,Enalaprili maleas,Enarenal, tabl., 5 mg,60 szt.,5909990014958
13483,1239,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 100 mg/1 ml,10 amp.-strz.po 1 ml,5909990774920
13484,1240,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 20 mg/0#2 ml,"10 amp.-strz.po 0,2 ml",5909990048328
13485,1241,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 40 mg/0#4 ml,"10 amp.-strz.po 0,4 ml",5909990048427
13486,1242,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 60 mg/0#6 ml,"10 amp.-strz.po 0,6 ml",5909990774821
13487,1243,Enoxaparinum natricum,Clexane, roztwór do wstrzykiwań, 80 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5909990775026
13488,1244,Enoxaparinum natricum,Clexane forte, roztwór do wstrzykiwań, 120 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5909990891429
13489,1245,Enoxaparinum natricum,Clexane forte, roztwór do wstrzykiwań, 150 mg/1 ml,10 amp.-strz.po 1 ml,5909990891528
13490,1246,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 100 mg/1 ml,10 amp.-strz.po 1 ml,5906395161096
13491,1247,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 20 mg/0#2 ml,"10 amp.-strz.po 0,2 ml",5906395161010
13492,1248,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 40 mg/0#4 ml,"10 amp.-strz.po 0,4 ml",5906395161034
13493,1249,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 60 mg/0#6 ml,"10 amp.-strz.po 0,6 ml",5906395161058
13494,1250,Enoxaparinum natricum,Neoparin, roztwór do wstrzykiwań, 80 mg/0#8 ml,"10 amp.-strz.po 0,8 ml",5906395161072
13495,1251,Enoxaparinum natricum,Neoparin Forte, roztwór do wstrzykiwań w ampułko-strzykawce, 120 mg/0#8 ml,10 amp.-strz.,5906395161126
13496,1252,Enoxaparinum natricum,Neoparin Forte, roztwór do wstrzykiwań w ampułko-strzykawce, 150 mg/1 ml,10 amp.-strz.,5906395161164
13497,1253,Enzyma pancreatis,Kreon 25 000, kaps. dojel., 25000 J.Ph.Eur.Lipazy,50 szt.,5909990042579
13498,1254,Ergotamini tartras,Ergotaminum Filofarm, tabl. drażowane, 1 mg,20 szt.,5909990211517
13499,1255,Esomeprazolum,Emanera, kaps. dojel. twarde, 20 mg,28 szt.,5909990926497
13500,1256,Esomeprazolum,Emanera, kaps. dojel. twarde, 20 mg,56 szt.,5909991074975
13501,1257,Esomeprazolum,Emanera, kaps. dojel. twarde, 40 mg,28 szt.,5909990926534
13502,1258,Esomeprazolum,Emanera, kaps. dojel. twarde, 40 mg,56 szt.,5909991074999
13503,1259,Esomeprazolum,Helides, kaps. dojel. twarde, 20 mg,28 szt.,5909990841332
13504,1260,Esomeprazolum,Helides, kaps. dojel. twarde, 20 mg,56 szt.,5909991195755
13505,1261,Esomeprazolum,Helides, kaps. dojel. twarde, 40 mg,28 szt.,5909990841363
13506,1262,Esomeprazolum,Helides, kaps. dojel. twarde, 40 mg,56 szt.,5909991195762
13507,1263,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,28 szt. (blister),5909990876280
13508,1264,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,56 szt.,5909990876327
13509,1265,Esomeprazolum,Mesopral, kaps. dojel. twarde, 20 mg,84 szt.,5903060619548
13510,1266,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,28 szt. (blister),5909990876778
13511,1267,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,56 szt.,5909990876808
13512,1268,Esomeprazolum,Mesopral, kaps. dojel. twarde, 40 mg,84 szt.,5903060619555
13513,1269,Esomeprazolum,Texibax, tabl. dojel., 20 mg,28 szt.,5909991268275
13514,1270,Esomeprazolum,Texibax, tabl. dojel., 40 mg,28 szt.,5909991268282
13515,1271,Estradioli valeras + Medroxyprogesteroni acetas,Divina, tabl., 2 mg# 2+10 mg,21 szt.,5909990661411
13516,1272,Estradioli valeras + Norgestrelum,Cyclo-Progynova, tabl. powl., 2;2+0#5 mg,21 szt.,5909990304219
13517,1273,Estradiolum,Divigel 0#1%, żel, 0.5 mg/0#5 g,28 sasz.,5909990447619
13518,1274,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szasz. a 1g,5909990447718
13519,1275,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szt.,5909991441678
13520,1276,Estradiolum,Divigel 0#1%, żel, 1 mg/g,28 szt.,5909991382100
13521,1277,Estradiolum,Estrofem, tabl. powl., 2 mg,28 szt.,5909990330713
13522,1278,Estradiolum,Estrofem mite, tabl. powl., 1 mg,28 szt.,5909990823215
13523,1279,Estradiolum,Systen 50, system transdermalny, 3.2 mg,6 szt.,5909990169214
13524,1280,Estradiolum + Drospirenonum,Angeliq, tabl. powl., 1+2 mg,28 szt.,5909990221073
13525,1281,Estradiolum + Dydrogesteronum,Femoston conti, tabl. powl., 1+5 mg,28 szt.,5909990973316
13526,1282,Estradiolum + Norethisteroni acetas,Kliogest, tabl. powl., 2+1 mg,28 szt.,5909990329717
13527,1283,Estradiolum + Norethisteroni acetas,Systen Conti, system transdermalny# plaster, 3#2+11#2 mg,8 szt.,5909990444717
13528,1284,Estradiolum + Norethisteroni acetas,Systen Sequi, system transdermalny# plaster, 3#2; 3#2+11#2 mg,8 szt. (4 plastry Systen 50 + 4 plastry Systen Conti),5909990444816
13529,1285,Estradiolum + Norethisteronum,Activelle, tabl. powl., 1+0#5 mg,28 szt.,5909990451210
13530,1286,Ethambutoli hydrochloridum,Ethambutol Teva, kaps., 250 mg,250 szt.,5909990227310
13531,1287,Ethinylestradiolum + Levonorgestrelum,Levomine, tabl. powl., 0#03+0#15 mg,21 szt.,5909990879458
13532,1288,Ethinylestradiolum + Levonorgestrelum,Levomine, tabl. powl., 30+150 μg,63 szt.,5909990879465
13533,1289,Ethinylestradiolum + Levonorgestrelum,Microgynon 21, tabl. powl., 30+150 μg,21 szt.,5909990060016
13534,1290,Ethinylestradiolum + Levonorgestrelum,Microgynon 21, tabl. powl., 30+150 μg,63 szt.,5909990060023
13535,1291,Ethinylestradiolum + Levonorgestrelum,Rigevidon, tabl. drażowane, 0#03+0#15 mg,21 szt.,5909991383817
13536,1292,Ethinylestradiolum + Levonorgestrelum,Rigevidon, tabl. powl., 0#03+0#15 mg,21 szt.,5909990873319
13537,1293,Ethinylestradiolum + Levonorgestrelum,Stediril 30, tabl. drażowane, 0#03+0#15 mg,21 szt.,5909990072514
13538,1294,Ethosuximidum,Petinimid, kaps., 250 mg,100 szt.,5909990244911
13539,1295,Everolimusum,Certican tabletki, tabl., 0.25 mg,60 szt.,5909990211654
13540,1296,Everolimusum,Certican tabletki, tabl., 0.5 mg,60 szt.,5909990211357
13541,1297,Everolimusum,Certican tabletki, tabl., 0.75 mg,60 szt.,5909990211845
13542,1298,Exemestanum,Etadron, tabl. powl., 25 mg,30 szt.,5909990798094
13543,1299,Exemestanum,Glandex, tabl. powl., 25 mg,30 szt.,5909990812202
13544,1300,Exemestanum,Symex, tabl. drażowane, 25 mg,30 szt.,5909991335489
13545,1301,Ezetimibum,Esetin, tabl., 10 mg,30 szt.,5909991388669
13546,1302,Ezetimibum,Etibax, tabl., 10 mg,28 szt.,5909991402303
13547,1303,Ezetimibum,Etibax, tabl., 10 mg,90 szt.,5909991402310
13548,1304,Ezetimibum,Ezehron, tabl., 10 mg,28 szt.,5909991347161
13549,1305,Ezetimibum,Ezen, tabl., 10 mg,28 szt.,5909991096229
13550,1306,Ezetimibum,Ezetimibe Genoptim, tabl., 10 mg,28 szt.,5909991414450
13551,1307,Ezetimibum,Ezoleta, tabl., 10 mg,30 szt.,5909991311407
13552,1308,Ezetimibum,Ezolip, tabl., 10 mg,30 szt.,5909991304416
13553,1309,Ezetimibum,Lipegis, tabletki, 10 mg,30 szt.,5909990996902
13554,1310,Ezetimibum + Atorvastatinum,Mizetam, tabl., 10+10 mg,30 szt.,5909991421601
13555,1311,Ezetimibum + Atorvastatinum,Mizetam, tabl., 10+20 mg,30 szt.,5909991421564
13556,1312,Ezetimibum + Atorvastatinum,Mizetam, tabl., 10+40 mg,30 szt.,5909991421526
13557,1313,Famotidinum,Famogast, tabl. powl., 40 mg,30 szt.,5909990014835
13558,1314,Famotidinum,Famogast, tabl. powl., 40 mg,60 szt.,5909990014828
13559,1315,Febuxostatum,Adenuric, tabl. powl., 120 mg,28 szt.,5909990761562
13560,1316,Febuxostatum,Adenuric, tabl. powl., 120 mg,28 szt.,5909990761562
13561,1317,Febuxostatum,Adenuric, tabl. powl., 80 mg,28 szt.,5909990761548
13562,1318,Febuxostatum,Denofix, tabl. powl., 120 mg,28 szt.,5909991391607
13563,1319,Febuxostatum,Denofix, tabl. powl., 120 mg,28 szt.,5909991391607
13564,1320,Febuxostatum,Denofix, tabl. powl., 80 mg,28 szt.,5909991391522
13565,1321,Febuxostatum,Febuxostat Krka, tabl. powl., 120 mg,28 szt.,3838989705145
13566,1322,Febuxostatum,Febuxostat Krka, tabl. powl., 120 mg,28 szt.,3838989705145
13567,1323,Febuxostatum,Febuxostat Krka, tabl. powl., 80 mg,28 szt.,3838989705152
13568,1324,Febuxostatum,Prohidna, tabl. powl., 80 mg,28 szt.,5909991402952
13569,1325,Felodipinum,Plendil, tabl. o przedłużonym uwalnianiu, 10 mg,28 szt.,5909990344918
13570,1326,Felodipinum,Plendil, tabl. o przedłużonym uwalnianiu, 5 mg,28 szt.,5909990344819
13571,1327,Fenofibrate,Biofibrat, kaps. twarde, 200 mg,30 szt.,5909990754496
13572,1328,Fenofibratum,Apo-Feno 200 M, kaps. twarde, 200 mg,30 szt.,5909990909414
13573,1329,Fenofibratum,Biofibrat, kaps. twarde, 267 mg,30 szt.,5909990754526
13574,1330,Fenofibratum,Fenardin, kaps. twarde, 160 mg,30 szt.,5909990713974
13575,1331,Fenofibratum,Fenardin, kaps. twarde, 267 mg,30 szt.,5909990611065
13576,1332,Fenofibratum,Grofibrat, kaps., 100 mg,50 szt.,5909990109814
13577,1333,Fenofibratum,Grofibrat 200, kaps., 200 mg,30 szt.,5909990492114
13578,1334,Fenofibratum,Grofibrat M, kapsułki twarde, 267 mg,30 szt.,5907594032309
13579,1335,Fenofibratum,Grofibrat M, kapsułki twarde, 267 mg,60 szt.,5907594032408
13580,1336,Fenofibratum,Grofibrat M, kapsułki twarde, 267 mg,90 szt.,5907594032507
13581,1337,Fenofibratum,Grofibrat S, tabl. powl., 160 mg,30 szt.,5909991212339
13582,1338,Fenofibratum,Grofibrat S, tabl. powl., 160 mg,60 szt.,5907594031500
13583,1339,Fenofibratum,Grofibrat S, tabl. powl., 160 mg,90 szt.,5907594031609
13584,1340,Fenofibratum,Grofibrat S, tabl. powl., 215 mg,30 szt.,5909991201173
13585,1341,Fenofibratum,Grofibrat S, tabl. powl., 215 mg,60 szt.,5907594031708
13586,1342,Fenofibratum,Grofibrat S, tabl. powl., 215 mg,90 szt.,5907594031807
13587,1343,Fenofibratum,Lipanthyl 200M, kaps., 200 mg,30 szt.,5909990687947
13588,1344,Fenofibratum,Lipanthyl 267M, kaps., 267 mg,30 szt.,5909990492817
13589,1345,Fenofibratum,Lipanthyl Supra 160, tabl. powl., 160 mg,30 szt.,5909990903917
13590,1346,Fenofibratum,Lipanthyl Supra 215 mg, tabl. powl., 215 mg,30 szt.,5909990431342
13591,1347,Fenoteroli hydrobromidum,Berotec N 100, aerozol inhalacyjny# roztwór, 100 µg/dawkę,1 poj.po 10 ml (200 daw.),5909990376414
13592,1348,Fenoteroli hydrobromidum + Ipratropii bromidum,Berodual, roztwór do nebulizacji, 0#5+0#25 mg/ml,20 ml,5909990101917
13593,1349,Fenoteroli hydrobromidum + Ipratropii bromidum,Berodual N, aerozol inhalacyjny# roztwór, 50+21 µg/dawkę inhalacyjną,1 poj.po 200 dawek,5909990917815
13594,1350,Fentanylum,AuroFena, tabl. podpoliczkowe, 100 µg,28 szt.,5909991455965
13595,1351,Fentanylum,AuroFena, tabl. podpoliczkowe, 200 µg,28 szt.,5909991455989
13596,1352,Fentanylum,AuroFena, tabl. podpoliczkowe, 400 µg,28 szt.,5909991456009
13597,1353,Fentanylum,Durogesic, system transdermalny, 100 µg/h,5 szt.,5909990765713
13598,1354,Fentanylum,Durogesic, system transdermalny, 25 µg/h,5 szt.,5909990765416
13599,1355,Fentanylum,Durogesic, system transdermalny, 50 µg/h,5 szt.,5909990765515
13600,1356,Fentanylum,Durogesic, system transdermalny, 75 µg/h,5 szt.,5909990765614
13601,1357,Fentanylum,Effentora, tabl. podpoliczkowe, 100 µg,28 szt.,5909990643011
13602,1358,Fentanylum,Effentora, tabl. podpoliczkowe, 200 µg,28 szt.,5909990643035
13603,1359,Fentanylum,Effentora, tabl. podpoliczkowe, 400 µg,28 szt.,5909990643059
13604,1360,Fentanylum,Fenta MX 100, system transdermalny, 100 µg/h,5 szt.,5909990054695
13605,1361,Fentanylum,Fenta MX 25, system transdermalny, 25 µg/h,5 szt.,5909990054589
13606,1362,Fentanylum,Fenta MX 50, system transdermalny, 50 µg/h,5 szt.,5909990054626
13607,1363,Fentanylum,Fenta MX 75, system transdermalny, 75 µg/h,5 szt.,5909990054664
13608,1364,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 100 µg/h,10 szt.,5909991204853
13609,1365,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 100 µg/h,5 szt.,5909990000098
13610,1366,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 25 µg/h,10 szt.,5909991204822
13611,1367,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 50 µg/h,10 szt.,5909991204839
13612,1368,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 50 µg/h,5 szt.,5909990000050
13613,1369,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 75 µg/h,10 szt.,5909991204846
13614,1370,Fentanylum,Fentanyl Actavis, system transdermalny# plaster, 75 µg/h,5 szt.,5909990000081
13615,1371,Fentanylum,Instanyl, aerozol do nosa# roztwór, 100 µg/dawkę,"1 but.po 2,9 ml (20 daw.)",5909990699735
13616,1372,Fentanylum,Instanyl, aerozol do nosa# roztwór, 200 µg/dawkę,1 but.po 5 ml (40 daw.),5909990699889
13617,1373,Fentanylum,Instanyl, aerozol do nosa# roztwór, 50 µg/dawkę,"1 but.po 1,8 ml (10 daw.)",5909990699643
13618,1374,Fentanylum,Matrifen 100 mikrogramów/godzinę system transdermalny, system transdermalny, 100 µg/h,5 szt.,5909990043330
13619,1375,Fentanylum,Matrifen 12 mikrogramów/godzinę system transdermalny, system transdermalny, 12 µg/h,5 szt.,5909990043163
13620,1376,Fentanylum,Matrifen 25 mikrogramów/godzinę system transdermalny, system transdermalny, 25 µg/h,5 szt.,5909990043279
13621,1377,Fentanylum,Matrifen 50 mikrogramów/godzinę system transdermalny, system transdermalny, 50 µg/h,5 szt.,5909990043385
13622,1378,Fentanylum,Matrifen 75 mikrogramów/godzinę system transdermalny, system transdermalny, 75 µg/h,5 szt.,5909990043224
13623,1379,Fentanylum,PecFent, aerozol do nosa# roztwór, 100 µg/dawkę,"1,55 ml (1 butelka)",5909990955503
13624,1380,Fentanylum,PecFent, aerozol do nosa# roztwór, 100 µg/dawkę,"4 but. po 1,55 ml",5909990955527
13625,1381,Fentanylum,PecFent, aerozol do nosa# roztwór, 400 µg/dawkę,"1,55 ml (1 butelka)",5909990955541
13626,1382,Fentanylum,PecFent, aerozol do nosa# roztwór, 400 µg/dawkę,"4 but. po 1,55 ml",5909990955558
13627,1383,Fentanylum,Vellofent, tabl. podjęzykowe, 133 µg,30 szt.,5909991074647
13628,1384,Fentanylum,Vellofent, tabl. podjęzykowe, 267 µg,30 szt.,5909991074685
13629,1385,Fentanylum,Vellofent, tabl. podjęzykowe, 400 µg,30 szt.,5909991074739
13630,1386,Fentanylum,Vellofent, tabl. podjęzykowe, 533 µg,30 szt.,5909991074777
13631,1387,Fentanylum,Vellofent, tabl. podjęzykowe, 67 µg,30 szt.,5909991074593
13632,1388,Fentanylum,Vellofent, tabl. podjęzykowe, 800 µg,30 szt.,5909991074821
13633,1389,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,1 amp.-strz.,5055565713846
13634,1390,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,5 amp.-strz.,5055565713860
13635,1391,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,7 amp.-strz.,5055565726068
13636,1392,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,1 amp.-strz.,5055565713853
13637,1393,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,5 amp.-strz.,5055565713877
13638,1394,Filgrastimum,Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,7 amp.-strz.,5055565726075
13639,1395,Filgrastimum,Zarzio, roztwór do wstrzykiwań lub infuzji, 30 mln j./0#5 ml,"5 amp.-strz.po 0,5 ml",5909990687787
13640,1396,Filgrastimum,Zarzio, roztwór do wstrzykiwań lub infuzji, 48 mln j./0#5 ml,"5 amp.-strz.po 0,5 ml",5909990687848
13641,1397,Finasteridum,Adaster, tabl. powl., 5 mg,30 szt.,5909990711949
13642,1398,Finasteridum,Adaster, tabl. powl., 5 mg,90 szt.,5909990711987
13643,1399,Finasteridum,Androster, tabl. powl., 5 mg,30 szt.,5909990055470
13644,1400,Finasteridum,Androster, tabl. powl., 5 mg,90 szt.,5909990906154
13645,1401,Finasteridum,Antiprost, tabl. powl., 5 mg,30 szt.,5909990067770
13646,1402,Finasteridum,Apo-Fina, tabl. powl., 5 mg,30 szt.,5909990048670
13647,1403,Finasteridum,Apo-Fina, tabl. powl., 5 mg,90 szt.,5909990938797
13648,1404,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909991222673
13649,1405,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909991282288
13650,1406,Finasteridum,Finamef, tabl. powl., 5 mg,30 szt.,5909990713127
13651,1407,Finasteridum,Finamef, tabl. powl., 5 mg,90 szt.,5909990713141
13652,1408,Finasteridum,Finaran, tabl. powl., 5 mg,30 szt. (2 blist.po 15 szt.),5909990082391
13653,1409,Finasteridum,Finaster, tabl. powl., 5 mg,120 szt.,5909991207311
13654,1410,Finasteridum,Finaster, tabl. powl., 5 mg,30 szt. (2 blist.po 15 szt.),5909991151218
13655,1411,Finasteridum,Finaster, tabl. powl., 5 mg,90 szt.,5909990811045
13656,1412,Finasteridum,Finasterid Stada 5 mg tabletki powlekane, tabl. powl., 5 mg,30 szt.,5909990055098
13657,1413,Finasteridum,Finasterid Stada 5 mg tabletki powlekane, tabletki powlekane, 5 mg,90 tabl.,5909991289430
13658,1414,Finasteridum,Finasteridum Bluefish, tabl. powl., 5 mg,30 szt.,5909991096571
13659,1415,Finasteridum,Finasteridum Bluefish, tabl. powl., 5 mg,90 szt.,5909991096601
13660,1416,Finasteridum,Finpros 5 mg, tabl. powl., 5 mg,30 szt.,5909990017973
13661,1417,Finasteridum,Finxta, tabl. powl., 5 mg,28 szt.,5909990050895
13662,1418,Finasteridum,Hyplafin, tabl. powl., 5 mg,30 szt.,5909990017997
13663,1419,Finasteridum,Penester, tabl. powl., 5 mg,30 szt.,5909990077267
13664,1420,Finasteridum,Penester, tabl. powl., 5 mg,90 szt.,5909990077274
13665,1421,Finasteridum,Proscar, tabl. powl., 5 mg,28 szt. (2 blist.po 14 szt.),5909990362110
13666,1422,Finasteridum,Symasteride, tabl. powl., 5 mg,30 szt.,5909990074105
13667,1423,Finasteridum,Symasteride, tabl. powl., 5 mg,90 szt.,5909991107871
13668,1424,Finasteridum,Uronezyr, tabl. powl., 5 mg,30 szt.,5909991088842
13669,1425,Finasteridum,Zasterid, tabl. powl., 5 mg,28 szt.,5909991053710
13670,1426,Fluconazolum,Candifluc/Fluconazolum Aflofarm, syrop, 5 mg/ml,1 but. 150 ml,5909991257804
13671,1427,Fluconazolum,Flucofast, kaps. twarde, 100 mg,28 szt.,5909990662388
13672,1428,Fluconazolum,Flucofast, kaps. twarde, 100 mg,7 szt.,5909990662371
13673,1429,Fluconazolum,Flucofast, kaps., 150 mg,1 szt.,5909990490615
13674,1430,Fluconazolum,Flucofast, kaps. twarde, 150 mg,3 szt.,5907529466339
13675,1431,Fluconazolum,Flucofast, kaps. twarde, 200 mg,7 szt.,5909991283247
13676,1432,Fluconazolum,Flucofast, kaps., 50 mg,14 szt.,5909990490523
13677,1433,Fluconazolum,Flucofast, kaps., 50 mg,7 szt.,5909990490516
13678,1434,Fluconazolum,Fluconazin, syrop, 5 mg/ml,1 but.po 150 ml,5909991097219
13682,1438,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 100 mg,28 szt.,5909991262679
13683,1439,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 100 mg,7 szt.,5909991262617
13684,1440,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 50 mg,14 szt.,5909991262488
13685,1441,Fluconazolum,Fluconazole Genoptim, kaps. twarde, 50 mg,7 szt.,5909991262457
13686,1442,Fluconazolum,Fluconazole Hasco, syrop, 5 mg/ml,1 but. 150 ml,5909991273798
13687,1443,Fluconazolum,Fluconazole Polfarmex, tabl., 100 mg,28 szt.,5909990780181
13688,1444,Fluconazolum,Fluconazole Polfarmex, tabl., 100 mg,7 szt.,5909990859719
13689,1445,Fluconazolum,Fluconazole Polfarmex, tabl., 150 mg,1 szt.,5909990017874
13690,1446,Fluconazolum,Fluconazole Polfarmex, tabl., 150 mg,3 szt.,5909990017881
13691,1447,Fluconazolum,Fluconazole Polfarmex, tabl., 200 mg,14 szt.,5909991022556
13692,1448,Fluconazolum,Fluconazole Polfarmex, tabl., 200 mg,7 szt.,5909991022549
13693,1449,Fluconazolum,Fluconazole Polfarmex, syrop, 5 mg/ml,150 ml (but.),5909990859511
13694,1450,Fluconazolum,Fluconazole Polfarmex, tabl., 50 mg,14 szt.,5909990859610
13695,1451,Fluconazolum,Fluconazole Polfarmex, tabl., 50 mg,7 szt.,5909990859672
13696,1452,Fluconazolum,Fluconazolum Aflofarm, kaps. twarde, 100 mg,7 szt.,5909991423452
13697,1453,Fluconazolum,Fluconazolum Aflofarm, kaps. twarde, 200 mg,7 szt.,5909991423506
