,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
1649,1650,Follitropinum beta,Puregon, roztwór do wstrzykiwań, 600 j.m.,1 wkł.,5909990339761,"69.1, Hormony płciowe - gonadotropiny","659,99","687,06","646,02","Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli",ryczałt,"44,24"
1650,1651,Formoteroli fumaras,Foradil, proszek do inhalacji w kaps. twardych, 12 μg,180 szt.,7613421020934,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","144,59","160,66","160,66",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"9,60"
1651,1652,Formoteroli fumaras,Foramed, proszek do inhalacji w kaps. twardych, 12 µg/dawkę inhalacyjną,60 szt. (6 blist.po 10 szt.) + inh.,5909991109523,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","49,90","59,45","57,24",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"5,41"
1652,1653,Formoteroli fumaras,Zafiron, proszek do inhalacji w kaps. twardych, 12 µg,120 kaps.,5909990937981,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","100,92","114,47","114,47",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,40"
1653,1654,Formoteroli fumaras dihydricus,Oxodil PPH, proszek do inhalacji w kaps. twardych, 12 µg,60 kaps.,5909990849000,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","50,97","60,52","57,24",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,48"
1654,1655,Formoterolum,Atimos," aerozol inhalacyjny, roztwór", 12 µg/dawkę odmierzoną,1 szt. (1 poj.po 120 daw.),5909990620777,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","106,60","120,15","114,47",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"12,08"
1655,1656,Formoterolum,Foradil, proszek do inhalacji w kaps. twardych, 12 µg,60 szt. (6 blist.po 10 szt.),5909990792924,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","50,46","60,01","57,24",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"5,97"
1656,1657,Formoterolum,Foramed, proszek do inhalacji w kaps. twardych, 12 µg/dawkę inhalacyjną,120 szt.,5909991086602,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","99,79","113,34","113,34",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,40"
1657,1658,Formoterolum,Forastmin, proszek do inhalacji w kaps. twardej, 12 µg,60 szt. (1 but.po 60 szt.),5909990614400,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","50,13","59,68","57,24",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"5,64"
1658,1659,Formoterolum,Forastmin, proszek do inhalacji w kapsułce twardej, 12 μg,120 szt (2 but.po 60 szt.),5909991218287,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","100,88","114,43","114,43",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,40"
1659,1660,Formoterolum,Forastmin, proszek do inhalacji w kapsułce twardej, 12 μg,180 szt (3 but.po 60 szt.),5909991218294,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","151,35","167,42","167,42",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"9,60"
1660,1661,Formoterolum,Formoterol Easyhaler, proszek do inhalacji, 12 mcg,1 poj. (120 daw.) (+ op.ochr.),5909990337446,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","101,94","115,49","114,47","Astma, przewlekła obturacyjna choroba płuc, eozynofilowe zapalenie oskrzeli",ryczałt,"7,42"
1661,1662,Formoterolum,Oxis Turbuhaler, proszek do inhalacji, 4.5 µg/dawkę,1 inh.po 60 daw.,5909990445219,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","33,44","39,72","28,62",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"14,30"
1662,1663,Formoterolum,Oxis Turbuhaler, proszek do inhalacji, 9 µg/dawkę,1 inh.po 60 daw.,5909990445318,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","44,00","53,55","53,55",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"3,20"
1663,1664,Formoterolum,Oxodil PPH, proszek do inhalacji w kaps. twardych, 12 µg,120 szt.,5909990996681,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","100,92","114,47","114,47",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,40"
1664,1665,Formoterolum,Zafiron, proszek do inhalacji w kaps. twardych, 12 µg,60 kaps. (6 blist.po 10 kaps.),5909990975914,"198.0, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty jednoskładnikowe","50,98","60,53","57,24",Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,ryczałt,"6,49"
1665,1666,Furaginum/Furazidinum,Furaginum Adamed, tabl., 50 mg,30 szt.,5909990357215,"108.0, Chemioterapeutyki do stosowania doustnego - pochodne nitrofuranowe","3,80","5,32","5,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"2,73"
1666,1667,Furaginum/Furazidinum,Furaginum Teva, tabletki, 100 mg,30 tabl.,5909991373238,"108.0, Chemioterapeutyki do stosowania doustnego - pochodne nitrofuranowe","7,59","10,37","10,37",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"5,19"
1667,1668,Furaginum/Furazidinum,Furaginum Teva, tabl., 50 mg,30 szt.,5909990988235,"108.0, Chemioterapeutyki do stosowania doustnego - pochodne nitrofuranowe","3,80","5,32","5,19",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"2,73"
1668,1669,Furaginum/Furazidinum,Furazek, tabletki, 100 mg,30 tabl.,5909991304102,"108.0, Chemioterapeutyki do stosowania doustnego - pochodne nitrofuranowe","7,60","10,38","10,37",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"5,20"
1669,1670,Furosemidum,Furosemidum Polfarmex, tabl., 40 mg,30 szt. (3 blist.po 10 szt.),5909990223794,"37.0, Leki moczopędne - pętlowe","4,62","6,46","6,44",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,22"
1670,1671,Furosemidum,Furosemidum Polpharma, tabl., 40 mg,30 szt.,5909990135028,"37.0, Leki moczopędne - pętlowe","4,60","6,44","6,44",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,"3,20"
1671,1672,Gabapentinum,Gabagamma 100, kaps. twarde, 100 mg,100 szt. (10 blist.po 10 szt.),5909990714322,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","13,61","17,83","16,47",Padaczka oporna na leczenie,ryczałt,"4,56"
1672,1673,Gabapentinum,Gabapentin Aurovitas, kaps. twarde, 100 mg,100 szt.,5909991331108,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","12,47","16,69","16,47",Padaczka oporna na leczenie,ryczałt,"3,42"
1673,1674,Gabapentinum,Gabapentin Aurovitas, kaps. twarde, 300 mg,100 szt.,5909991331153,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","37,42","46,00","46,00",Padaczka oporna na leczenie,ryczałt,"3,20"
1674,1675,Gabapentinum,Gabapentin Aurovitas, kaps. twarde, 400 mg,100 szt.,5909991331207,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","49,90","59,84","59,84",Padaczka oporna na leczenie,ryczałt,"3,20"
1675,1676,Gabapentinum,Gabapentin Teva, kaps. twarde, 100 mg,100 szt. (10 blist.po 10 szt.),5909990339495,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","18,71","22,93","16,47",Padaczka oporna na leczenie,ryczałt,"9,66"
1676,1677,Gabapentinum,Gabapentin Teva, kaps. twarde, 300 mg,100 szt.,5909991425340,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","36,86","45,44","45,44",Padaczka oporna na leczenie,ryczałt,"3,20"
1677,1678,Gabapentinum,Gabapentin Teva, kaps. twarde, 300 mg,100 szt. (10 blist.po 10 szt.),5909990339709,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","40,82","49,40","49,40",Padaczka oporna na leczenie,ryczałt,"3,20"
1678,1679,Gabapentinum,Gabapentin Teva, kaps. twarde, 400 mg,100 szt. (10 blist.po 10 szt.),5909990339600,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","55,90","65,84","65,84",Padaczka oporna na leczenie,ryczałt,"3,20"
1679,1680,Gabapentinum,Gabapentin Teva, tabl. powl., 600 mg,100 szt. (10 blist.po 10 szt.),5909990338542,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","86,18","98,76","98,76",Padaczka oporna na leczenie,ryczałt,"3,56"
1680,1681,Gabapentinum,Gabapentin Teva, tabl. powl., 800 mg,100 szt. (10 blist.po 10 szt.),5909990338658,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","118,39","132,33","131,73",Padaczka oporna na leczenie,ryczałt,"5,34"
1681,1682,Gabapentinum,Neuran 100, kaps. twarde, 100 mg,1 but.po 100 szt.,5909990651535,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","18,66","22,88","16,47",Padaczka oporna na leczenie,ryczałt,"9,61"
1682,1683,Gabapentinum,Neuran 300, kaps. twarde, 300 mg,1 but.po 100 szt.,5909990651566,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","40,14","48,72","48,72",Padaczka oporna na leczenie,ryczałt,"3,20"
1683,1684,Gabapentinum,Neuran 400, kaps. twarde, 400 mg,1 but.po 100 szt.,5909990651603,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","53,53","63,46","63,46",Padaczka oporna na leczenie,ryczałt,"3,20"
1684,1685,Gabapentinum,Neurontin 100, kaps. twarde, 100 mg,100 szt. (10 blist.po 10 szt.),5909990769216,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","18,60","22,82","16,47",Padaczka oporna na leczenie,ryczałt,"9,55"
1685,1686,Gabapentinum,Neurontin 300, kaps. twarde, 300 mg,100 szt. (10 blist.po 10 szt.),5909990769315,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","56,13","64,71","49,40",Padaczka oporna na leczenie,ryczałt,"18,51"
1686,1687,Gabapentinum,Neurontin 400, kaps. twarde, 400 mg,100 szt. (10 blist.po 10 szt.),5909990769414,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","73,48","83,42","65,87",Padaczka oporna na leczenie,ryczałt,"20,75"
1687,1688,Gabapentinum,Neurontin 600, tabl. powl., 600 mg,100 szt. (10 blist.po 10 szt.),5909991017422,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","107,73","120,31","98,80",Padaczka oporna na leczenie,ryczałt,"25,07"
1688,1689,Gabapentinum,Neurontin 800, tabl. powl., 800 mg,100 szt. (10 blist.po 10 szt.),5909991017521,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","124,97","138,91","131,73",Padaczka oporna na leczenie,ryczałt,"11,92"
1689,1690,Gabapentinum,Symleptic, kaps. twarde, 100 mg,100 szt. (10 blist.po 10 szt.),5909990685554,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","13,49","17,71","16,47",Padaczka oporna na leczenie,ryczałt,"4,44"
1690,1691,Gabapentinum,Symleptic, kaps. twarde, 300 mg,100 szt. (10 blist.po 10 szt.),5909990685561,"165.0, Leki przeciwpadaczkowe do stosowania doustnego - gabapentyna","39,69","48,27","48,27",Padaczka oporna na leczenie,ryczałt,"3,20"
1691,1692,Ganirelixum,Orgalutran, roztwór do wstrzykiwań, 0.25 mg,1 amp.-strz.,5909990880911,"78.1, Hormony przysadki i podwzgórza – antygonadotropiny uwalniające hormony","111,13","125,19","125,19","Zapobieganie przedwczesnej owulacji u pacjentek w wieku poniżej 40 roku życia, poddawanych kontrolowanej hiperstymulacji jajników – refundacja do 3 cykli",50%,"62,60"
1692,1693,Gentamicinum,Gentamicin KRKA, roztwór do wstrzykiwań i infuzji, 40 mg/ml,10 amp.po 1 ml,5909990095711,"103.2, Antybiotyki aminoglikozydowe do stosowania pozajelitowego - gentamycyna","7,36","10,06","9,59",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"5,27"
1693,1694,Gentamicinum,Gentamicin KRKA, roztwór do wstrzykiwań i infuzji, 40 mg/ml,10 amp.po 2 ml,5909990095728,"103.2, Antybiotyki aminoglikozydowe do stosowania pozajelitowego - gentamycyna","14,73","19,18","19,18",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"9,59"
1694,1695,Gentamicinum,"Gentamicin WZF 0,3%"," krople do oczu, roztwór", 3 mg/ml,1 but.po 5 ml,5909990092413,"208.0, Antybiotyki aminoglikozydowe do stosowania do oczu","6,24","8,61","8,61",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,"4,31"
1695,1696,Gliclazidum,Clazicon, tabl. o zmodyfikowanym uwalnianiu, 30 mg,60 szt.,5909991267155,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,07","11,44","8,23",Cukrzyca,ryczałt,"6,41"
1696,1697,Gliclazidum,Clazicon, tabl. o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,5909991267162,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,07","11,44","8,23",Cukrzyca,ryczałt,"6,41"
1697,1698,Gliclazidum,Diabrezide, tabl., 80 mg,40 szt. (2 blist.po 20 szt.),5909990359912,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,30","10,96","5,49",Cukrzyca,ryczałt,"8,67"
1698,1699,Gliclazidum,Diagen, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,5909991216023,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,07","11,44","8,23",Cukrzyca,ryczałt,"6,41"
1699,1700,Gliclazidum,Diaprel MR, tabl. o zmodyfikowanym uwalnianiu, 30 mg,60 szt. (2 blist.po 30 szt.),5909990443017,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","21,95","24,32","8,23",Cukrzyca,ryczałt,"19,29"
1700,1701,Gliclazidum,Diazidan, tabl., 80 mg,60 szt. (3 blist.po 20 szt.),5909990911127,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","14,18","16,55","8,23",Cukrzyca,ryczałt,"11,52"
1701,1702,Gliclazidum,Gliclada, tabl. o zmodyfikowanym uwalnianiu, 30 mg,60 szt.,5909990647224,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","13,61","15,98","8,23",Cukrzyca,ryczałt,"10,95"
1702,1703,Gliclazidum,Gliclada, tabl. o zmodyfikowanym uwalnianiu, 30 mg,90 szt.,5909990647231,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","20,41","23,72","12,35",Cukrzyca,ryczałt,"16,17"
1703,1704,Gliclazidum,Gliclada, tabl. o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,5909991056100,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","14,74","17,11","8,23",Cukrzyca,ryczałt,"12,08"
1704,1705,Gliclazidum,Gliclada, tabl. o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,5909991056131,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","29,48","33,47","16,46",Cukrzyca,ryczałt,"23,41"
1705,1706,Gliclazidum,Gliclada, tabletki o przedłużonym uwalnianiu, 90 mg,30 tabl.,5909991267230,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","20,36","23,67","12,35",Cukrzyca,ryczałt,"16,12"
1706,1707,Gliclazidum,Gliclastad, tabl. o przedłużonym uwalnianiu, 30 mg,60 tabl.,5909991004002,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","10,05","12,42","8,23",Cukrzyca,ryczałt,"7,39"
1707,1708,Gliclazidum,Gliclastad, tabl. o przedłużonym uwalnianiu, 30 mg,90 tabl.,5909991004026,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","18,71","22,02","12,35",Cukrzyca,ryczałt,"14,47"
1708,1709,Gliclazidum,Glikuron, tabletki o przedłużonym uwalnianiu, 60 mg,30 szt.,5909991256548,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,64","12,01","8,23",Cukrzyca,ryczałt,"6,98"
1709,1710,Gliclazidum,Glikuron, tabletki o przedłużonym uwalnianiu, 60 mg,60 szt.,5909991263171,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","19,28","23,27","16,46",Cukrzyca,ryczałt,"13,21"
1710,1711,Gliclazidum,Oziclide MR, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 tabl.,5909991226299,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","13,57","15,93","8,23",Cukrzyca,ryczałt,"10,90"
1711,1712,Gliclazidum,Oziclide MR, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 tabl.,5909991226305,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","27,13","31,12","16,46",Cukrzyca,ryczałt,"21,06"
1712,1713,Gliclazidum,Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,5909991267186,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,36","11,73","8,23",Cukrzyca,ryczałt,"6,70"
1713,1714,Gliclazidum,Salson, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,5909991267193,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","18,71","22,70","16,46",Cukrzyca,ryczałt,"12,64"
1714,1715,Gliclazidum,Symazide MR 30, tabletki o zmodyfikowanym uwalnianiu, 30 mg,60 szt.,5909991291648,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","9,19","11,56","8,23",Cukrzyca,ryczałt,"6,53"
1715,1716,Gliclazidum,Symazide MR 60, tabl. o zmodyfikowanym uwalnianiu, 60 mg,30 tabl.,5909991257392,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","10,05","12,42","8,23",Cukrzyca,ryczałt,"7,39"
1716,1717,Gliclazidum,Symazide MR 60, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 szt.,5909991257408,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","18,38","22,37","16,46",Cukrzyca,ryczałt,"12,31"
1717,1718,Glimepiridum,Amaryl 1, tabl., 1 mg,30 szt.,5909990744817,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","4,84","6,09","4,12",Cukrzyca,ryczałt,"5,17"
1718,1719,Glimepiridum,Amaryl 2, tabl., 2 mg,30 szt.,5909990744916,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","8,17","10,53","8,23",Cukrzyca,ryczałt,"5,50"
1719,1720,Glimepiridum,Amaryl 3, tabl., 3 mg,30 szt.,5909990745012,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","13,61","16,92","12,35",Cukrzyca,ryczałt,"9,37"
1720,1721,Glimepiridum,Amaryl 4, tabl., 4 mg,30 szt.,5909990745111,"16.0, Doustne leki przeciwcukrzycowe - pochodne sulfonylomocznika","12,47","16,46","16,46",Cukrzyca,ryczałt,"6,40"
